'Hi I&rsquo;m a Kara enthusiast'
'Bet šiaip nežinau nežinau, mano ir mc iš 6-tos klasės užsilikęs, kai bijojau paprašyt pinigų tėvų, kad nusipirkt'
'Tai su tais visais virusais kartu kompe ilsisi'
'Nu ten kažkas kažkaip updatinas lygtais, neperseniausiai žaidžiau'
'Mano pc labiau užlinkęs jau, nei tas pc, kaip tik atsinaujinant reiks r mc prigriebt&colon;D'
'Nei tas mc**'
'Pas manęs tai lt raidžių nėra, o nesinori beraščiu pasirodyt'
'Tai turiu ten braukt, laikyt'
'Šiaip labai nelaiku čia sugalvojau parašyt, kai užsimerkęs beveik esu&colon;D'
'Nu žinai, jei jau liepi'
'Tai kaip ir reiktų, nemandagu atsikalbinėt'
'&quot;Tai nene, aš tau leidžiu leidžiu nemiegot&quot; *stares righy into your soul*'
'Baisu, tikrai reik eit gilt'
'Ne anksti keltis, bet jau noriu miegučio, labos naktelės^^'
'yes, co studuješ?'
'jojo, kde studuješ ty? 😁'
'David Badinka'
'to si piš 😘'
'davidbadinka'
'my instagram is davidbadinka'
'jojo 😁 co studuješ?'
'davidbadinka'
'pak už asi nee no'
'kam jdeš?'
'hi, yes I&apos;m 😁'
'takže maturita 😂'
'davidbadinka'
'můj davidbadinka'
'davidbadinka*'
'davidbadinka'
'jojo, davidbadinka'
'jojo 😁'
'mine is davidbadinka'
'bude to masakr 😁'
'jojo, mám&colon; davidbadinka'
'jojo, studuji'
'takže klasika'
'cauky mnauky'
'Ùi'
'I&apos;m Linh.'
'I&apos;m 25'
'I&apos;m 5&apos;7'
'@yves_linh'
'Vietnam'
'Lol I&apos;m jk.'
'At most'
'I&apos;m listening'
'@yves_linh'
'I&apos;m Vietnamese'
'I&apos;m a major insomniac.'
'Jira you should visit vietnam'
'Ilyt'
'I&apos;m a tiny bit drunk'
'I&apos;m Vietnamese'
'I&apos;m at most 7a.'
'5&apos;7'
'Haha because I&apos;m Vietnamese'
'I&apos;m just saying'
'1m70'
'@yves_linh'
'I&apos;m drunk'
'Nice..I&apos;m Vietnamese'
'I&apos;m drunk. But I&apos;m honest jaja'
'Yo soy vietnamito. Hablas Vietnamese? 😂'
'I&apos;m drunk loll'
'@yves_linh'
'I&apos;m Vietnamese'
'Hey I&apos;m like'
'I&apos;m drunk as fuck lmao'
'I&apos;m like'
'I&apos;m Vietnamese'
'Lam suot'
'I&apos;m 5&apos;7 170cm btw'
'I&apos;m listening'
'Link*'
'Like let&apos;s say'
'Girly drinks'
'I&apos;m Vietnamese yes.'
'I&apos;m jealois'
'Vietnam'
'Yo soy vietnamita'
'I&apos;d take it'
'So Viet'
'I&apos;m Sagittarius'
'I&apos;m asking'
'Vietnam'
'I&apos;m a data analyst'
'But I&apos;m Linh'
'5&apos;6-5&apos;7'
'I&apos;m.drunk'
'I&apos;m a data analyst'
'I&apos;m 25'
'Vietnam'
'Aw I&apos;m sorry'
'I&apos;m Vietnamese'
'Do you drink?'
'Odalys Vega?'
'Dai vãi'
'yep you&apos;ve  got it'
'1m70'
'JAV vãi'
'I&apos;m surprised you didn&apos;t ask lol'
'Vietnam'
'5&apos;6-5&apos;7'
'Lol I&apos;m jk'
'I&rsquo;m dying'
'I&rsquo;m kinda tipsy rn lol'
'I&rsquo;m Viet'
'Ah mais j&apos;avais pas vu que tu m&apos;avais rep &lpar;oups&rpar;'
'Ah ouais ok j&apos;ai fais n&apos;imp aussi'
'Ah t&apos;avais mis Cambodge aussi ?'
'J&apos;AI MISCLICK !!!!!!!!!!!'
'Je rigolais pas but ok'
'T&apos;as 4 ans mais ok'
'Oh putaing j&apos;avais pas vu teh'
'Mais je l&apos;ai senti'
'Ahah je suis pas si gros hein'
'J&apos;ai fait tapis'
'Et t&apos;as grandi où ?'
'Ah j&apos;y suis pas sur lui'
'J&apos;ai cru t&apos;avoir vu aujourd&apos;hui mais je suis absolument pas sur'
'Tu vas pas t&apos;ennuyer'
'I&apos;m back'
'I&apos;m back'
'Oops? I&apos;m not judging'
'Z ekipą 😁'
'Plis 🥺🥺🥺'
'19 pasuje ☺'
'Okejos 😂'
'❤️ Tapiola'
'Ja oliko tuo irvistys 😆'
'Oo jopas!'
'Hieno kuvaus 😆'
'I&apos;m in LA'
'Mais tu vas y arriver 😉'
'1m60?'
'I&apos;m*'
'Tu vas bien aujourd&apos;hui ? 😊'
'400kms'
'J&apos;en serai ravi !'
'Yup, so drinks? 🤣'
'advisOr'
'Pero tengo mis gustos'
'Pra vcs levarem mimos pra mim'
'Mas hoje tamo aí'
'risos'
'Meus amigos voltei'
'Dos motoristas ruins?'
'Vai!'
'Beijo!'
'Justo 🤔'
'Vamos papear!'
'vamo vê tudo!!!!!'
'Duas provas já'
'Mas gostaria'
'Drogas'
'Takipariu'
'Como vai?'
'Quero ir mais pra marketing, planejamento'
'Como vai? 😁'
'Vai dar like nos cowboy vai'
'Voltei hoje'
'Achso krass'
'Paris?'
'Paris*'
'Krank'
'Do you like paris?'
'Tu n&apos;as pas l&apos;air gros du tout'
'Krank'
'Also bei mir'
'Krank'
'Krank'
'Nos revisamos tu tatuaje!'
'Nusivylęs, bet nenustebęs🤷\u200d♂️'
'Aš esu iš estijos 😉'
'Drinks time!'
'Like donald trump&apos;s base'
'I&apos;m 51'
'It&apos;s martijn!!'
'6&apos;3'
'Cause i&apos;m 9000km away!'
'6&apos;3!'
'Je ne sais pas &apos;alors&apos;!'
'Anytime'
'Leuke foto&apos;s!'
'I&apos;m Dutch'
'Maybe 6&apos;r'
'Just &apos;yep&apos;???'
'&apos;Hi rick!!!&apos;'
'I&apos;m 1.93'
'&apos;She&apos;s horny&apos; &apos;dat ben jij&apos;'
'Anytime'
'I&apos;m up😀'
'Anytime'
'I&apos;M JOKING'
'I&apos;d like to think I&apos;m normal'
'Da&apos;s kut!'
'Viko!'
'Lol I&apos;m kidding'
'Haha i&apos;m joking'
'Kleintje...;&rpar;'
'I&apos;m good'
'Klinkt plat'
'&apos;95 idd'
'Link link link!'
'&apos;Или'
'Si is si rusinos si na'
'UC grad? I&apos;m UCSB'
'Didn&apos;t*'
'I&apos;m good'
'I&apos;m just playing... '
'Yeh I&apos;m a genius'
'MLGenius'
'It&apos;s like'
'Ar tai veikia? &colon;&lpar;'
'Mano kalbėjimas. Norėjau sužinoti, ar tu gali mane suprasti. &colon;&rpar;'
'Taip, haha. Vis dėlto man ne viskas taip gerai. 😅'
'Oi! Aš norėjau pasakyti, kad mano lietuvis nėra pats geriausias. 😔'
'Tikrai! Man vis geriau kasdien! 😚'
'Man viskas gerai. Aš turiu eiti į darbą pirmadienį, todėl ilsiuosi kiek galiu. &colon;&rpar;'
'Taip, bet aš vis tiek turiu eiti į darbą. Aš ką tik gavau užsakymą viešnagei namuose šiandien! 😭'
'Aš iš tikrųjų dirbu restorane, norėdama sutaupyti pinigų ateityje.'
'Daugybė dalykų, pavyzdžiui, galimybė sau leisti pradėti savo verslą.'
'Taip, nekilnojamojo turto! &colon;&rpar;'
'ikr'
'ikr'
'ikr'
'ikr'
'virtual吖阿哈哈哈'
'ikr'
'ikr'
'ikr'
'嗯嗯我们学校是virtual和hybrid都可以'
'我们是可以virtual，也可以hybrid'
'ikr 😐'
'ikr'
'ikr 🤩🤩'
'ikr'
'Um beijo'
'Ausaushsu'
'Pros*'
'Toma drink?'
'Livros'
'Viu, mais um motivo para ir lá'
'Mais pontos bonus'
'Beijo'
'Somos 2'
'Serios?'
'1m68'
't&apos;as raison'
'm2'
'tu m&apos;as toujours pas dit toi'
'mais j&apos;aime bien'
'Damien trop nul t&apos;avais l&apos;air rigogolo'
'LOL mais NON je blaguais TOUT VA BIEN!!!! NE PANIQUE TOUT VA BIEN'
'wow j&apos;ai visé juste'
'+ j&apos;ai soif'
'j&apos;aurais du?'
'buvrai?'
'j&apos;aime bien'
'jvais m&apos;entraîner'
'vas-y j&apos;suis chaud'
'jdirai'
'oupsi j&apos;ai vrmt plus snap'
't&apos;as insta?'
'ah mais t&apos;as jamais de vacs???'
'ui j&apos;avais pas ltemps jtai dit'
'aïe j&apos;ai plus snap oups mais insta???'
'Yea I&apos;m joking, I&apos;m italian from Rome'
'Vis a Vis 😍'
'I&rsquo;m lutzisaklutz'
'I&rsquo;m LutzisaKlutz'
'I&rsquo;m Lutzisaklutz'
'Oui, je t&rsquo;aime💕✨'
'Ski 4 lyf'
'I&apos;m ard as nails'
'Lit'
'That&apos;s so ravin&apos;!!'
'I&apos;m good I&apos;m good'
'I&apos;m joking'
'🤷 asi somos'
'I&apos;m sure Loki believes in you!'
'Mimosas or martinis?'
'Mimosas &sol; margaritas &sol; martinis?'
'Mimosas or martinis?'
'Mimosas or martinis?'
'1m77 😜'
'Ne jamais dire jamais 😉'
'Ni pastis'
'Mais j&apos;ai google map'
'Gps'
'J&apos;ai instagram si tu veux'
'T&apos;aime pas l&apos;anal 😅'
'Oui mais j&apos;utilise jamais'
'Oups mauvais emoji'
'Laurie'
'Voir plus si je m&apos;y plais'
'Avant ou apres 3 mojitos ? 🤔'
'J&apos;imagine ^^'
'Ouai ben j&apos;imagine ^^'
'S&apos;il neige pas 😵'
'Im visiting'
'Pink ?'
'Ah oui j&apos;irai lundi ^^'
'J&apos;avais jamais vu ça'
'Oui j&apos;ai insta'
'Tant pis 😅'
'T&apos;abuse 😂😂😂'
'Tant pis 😁'
'Me gustan tus fotos 😇'
'Mais pas trop animé si ?'
'Tetais pas a l&apos;ind toi^^'
'j&apos;ai fais 350 bornes aujrdhui 😅 jsuis pas superman'
'Ok je parie. Si j&apos;ai raison je gagne quoi 🤔'
'I dont do sausage jokes'
'Too many mojitos already'
'I drink'
'Drink?\n😁'
'Let&apos;s smoke'
'Let&apos;s make babies'
'Do you like australia'
'Biie&apos;'
'Me gustas tus fotos ;&rpar;'
'I stinks 😃'
'pokito si'
'pokititito'
'you&apos;re kiwi?'
'i&apos;m jealous now 😅'
'i&apos;m'
'mdr ma pauvre'
'Meme pas vomi 😋'
'morning &apos; su'
'galvanisation'
'australie'
'Je t&apos;ai ajoutee'
'avis*'
'galvanisation'
'estos ojos me gustan ..  '
'spanking😇'
'oula jy vais pas trop mais oui'
'is vio like violaine?'
'lets drink rakija ;&rpar;'
'if i&apos;m lame you&apos;re naive'
'miam'
'Help vais mourir'
'jten voudrai pas'
'tai mais linda ;&rpar;'
'miam'
'1m80'
'you drink smoke ?'
'Jaimie?'
'You kiddin&apos;'
'tu vis a pyrmont?'
'i bet you&apos;re australian'
'i also stop smoking'
'miam'
'i&apos;m just teasing you'
'i&apos;m sad 😭'
'primakasi'
'simply'
'maybe i &apos;m just straigh talking'
'700km'
',i&apos;m jokin'
'i&apos;m in bed😂'
'i&apos;m straigh talkin'
'i&apos;m improving'
'mnm&apos;s'
'i&apos;m jealous katie'
'i&apos; m tired'
'miam'
'1km'
'tkt tu m&apos;a moi😂😂'
'i&apos;m off'
'si i&apos;d like to see your bum'
'promis je rigole pas !!'
'ivy'
'moi il y a 20min ! mais j&apos;ai pas sommeil'
'para vivir o visitar'
'pyrmont'
'just a drink'
'todavia'
'australie'
'danza kuduro ;&rpar;'
'you&apos;re amazing'
'tus labios ..'
'mentiras ^^'
'im in balmai&apos;'
'5 days, 5 days raining'
'Jy vis'
'Tant pis 😊'
'One virgin mojito'
'Lies'
'I&rsquo;m sleepy'
'I&rsquo;m also kidding ;&rpar;'
'I&rsquo;m joking'
'I&rsquo;m just studying'
'Oliko tuo kutsu? 😉'
'Tokyo'
'I&rsquo;m 40'
'Pasir Ris'
'I&rsquo;m 39'
'I&rsquo;m in Pasir Ris'
'I&apos;m Rajesh'
'I&apos;m'
'I&apos;m go'
'Pasir ris'
'I&apos;m good'
'I&apos;m new to pasir Ris heh'
'I&apos;m Rajesh'
'I&apos;m in Pasir Ris'
'I&apos;m jealous!!!'
'Pasir Ris..'
'I&apos;m Rajesh'
'I&apos;m 37'
'Pasir Ris'
'I&apos;m at Pasir ris'
'Pasir Ris'
'I&apos;m in NYC'
'tostitos?'
'I&apos;m gay for gojo'
'kms 😵'
'I&apos;m amazingly'
'Spinvis! 💛'
'turiu pripažint, labai neblogai tavo thriftinimo ir outiftų planas skamba'
'susigundžiau!'
'dar tik sakyčiau be&apos;thriftinant muzikos galima per ausinukus klausyt ir dainom sharintis'
'įtariu, kad inevitably užlipsim ant grėblių dar ne vieną kartą'
'svarbu, kad bent fun būtų! Užmečiau akį į tavo fb, labai estetiški ir simpatiški plakatai'
'o, nu klausyk kaip cia prireike ir pusryciu ir logotipo &colon;D gal ir galima kazka suorganizuoti'
'uu, visai nice, permečiau jų page, jau neblogai pasidarbavę jie'
'o apmokamas internshipas? ar teks arti už &quot;patirtį&quot;? &colon;Dd'
'uff, na tai tikėkimės bent patirtis bus tikrai gera &colon;D'
'pietūs per wolt&apos;ą jau neblogai, aš net sau dirbdamas nedažnai leidžiu užsisakyt, nes nu ten beleką, kai atidarai šitą pandoros skrynią'
'nėra stabdžių &colon;D'
'ir fainai kad ofisiukas yra, namuose sunku dirbt, traukia sofa, netflixas, šuo, pretty much bet kas tik ne darbas'
'su perzengtom ribom rizikinga &colon;D paskui greit viskas labai stipriai žemyn nusirita kai mixuojasi darbas ir asmeniniai dalykai &colon;D'
'aš šiandien tokią animaciją turiu pasidaryt su afteriais, dar tik illustratoriuje kadruotes turiu, o taip not in the mood, tai visiškai feel&apos;inu'
'ką netflixini?'
'nu žinai, hot asistentę praktikantę turėt nelengva'
'bet jei ne pats atvežė tai dar manau tikrai all good, rūpinasi darbuotojais'
'o, you galvojau pradėt, bet truputy creepy atrodo. Užkabino?'
'darau infografiką &quot;kaip išsirinkti kokteilį&quot; &colon;Dd'
'nu jei žmoną turi, tai tikrai ;Dd'
'ai man visokie serialai sueina, nebent jau maximaliai muilo drama ir televista presenta'
'bet kaip kažkada peržiūrėjusiam vampyrų dienoraščius, standartai negalioja'
'ahaa, skamba įdomiai, o kaip gausis, tai nežinau &colon;D Jau visą kadruotę turiu, tai dabar belieka pure work, stumdyt ir animuot viską'
'neįveikei?? blem kažkaip gėdinga buvo pradėt, bet taip užkabino tos nesąmoningos dramos'
'bet in my defence, čia senokai buvo jau'
'gal ir gerai, nes ten paskui jau belekas darėsi...'
'ir net negėda'
';DD ir antrą sezoną?'
';D vat vat, aš irgi antro pradžioj pasidaviau, nes tiesiog pradėjom tyčiotis su draugais ir galiausiai išjungėm, nes jie abu nusmigo, o aš vienas tikrai nežiūrėsiu'
'o tu kai dirbi gal podcastus kokius klausai? čia mano išsigelbėjimas, kad palaikytų kažkokį tai judesį galvoj'
'nu nevisai berniukų &colon;D mano draugai porelė ir aš žiūrėjom'
'yra tų durnų podcast&apos;ų, kur galvot nereikia &colon;D nes rimti dažnai per daug apkrauna, o noris, kad tiesiog entertainintų &colon;D pvz vėl tie patys, jei žinai'
'nu dėl tinderio tai feelinu, bet kad čia labai prastai tbh'
'ahaa, klajumo su de miko perklausiau šiandien, visai nice'
'tai same same... nu bet va, kartais ir normalių match&apos;ų pasitaiko&colon;&rpar;&rpar;&rpar;&rpar;'
'man tavo outfitas su martensais labai patinka, aš prieš porą dienų juos irgi nusipirkau, bet dar nepranešiojau, tai dabar laukiu kol kojos užgis, kad vėl užsidėt &colon;D'
'dzinn, svarbu gerai atrodo, smėlio neprilenda į kojas, kai pro smėlį reikia brist ir vandens nepraleidžia, kai balose reikia šokt &colon;D '
'Turi laiko šią sav? Einam alaus, jei illustratorius paleis nuo kompų &colon;D'
'Hehe, panašiai ir aš, tik pas mane vynas vietoj kombuchos &lpar;ale light alko nesiskaito&rpar; &colon;D'
'Tai gal iki kokio trečiadienio pasikeis situacija? Aišku galim &lpar;nu čia dar irgi klausimas&rpar; ir be alko susitikt &colon;D'
'Galim gympluse susitikt &colon;Ddd tikrai motyvuojanti aplinka susiimti ir ten nelabai išgerti pavyks'
'Aš panašiai susiimti noriu su vapukais tais šūdinais, nes visai įpratau, lb nervuoja. Be tas grapes skonis'
'Blemba, i see i see, bet aš į gymplus einu, tai nebent gal impulse pirma trefkė for free'
'Nu pas mane liko po kažkurio pasibuvimo su draugais vape&rsquo;as &lpar;nevienkartintis&rpar;'
'Ir tada pradėjau rukyt, su tais užpildomais skysčiais…'
'Reikia reikia, yogą pradėt daryt, sportuot, valgyt sveikai'
'O tu rimtai į impuls eini? Kaip čia taip prašovėm su klubais'
'O gerass, kur bėgioji? Blem aš nuo vasaros nebėgiojau, tai bijau, kad būtų ne “vos&rdquo;, o jau pilnai uzsiversčiau'
'Gal praktika apmokėtų gym&rsquo;ą&colon;&rpar;&rpar;&rpar; &colon;Dd'
'Durniausia, kad ir mokant ten neišeina nuvaryt nes nėr vis laiko'
'Uuu, tai sveika atvykus i Vilniu ✌️ kiek spejau isitikint, labai gera cia gyvent'
'Nu del picu tai tikrai gincyciaus'
'Ta prasme cmon, PICA'
'Siaip daug gero cia, dabar nemanau, kad kazkur kitur kraustyciaus'
'O kur planai vietoj Vilniaus?'
'&colon;D blem, per panašiai čia mes. Aš 3 metus Italijoj gyvenau, tada metus Kaune dėl viruso, o dabar nuo praeito rudens Vilniuje sukuos'
'O ką Berlyne? Šiaip fainas miestas kiek teko būt, bet gyvent tikrai nenorėčiau ten'
'Na čia toks long story, bet aš šokių mokytojas ir iki pandemijos mane samdė festivaliai ir mokyklos įvairiose šalyse, kad mokinčiau pas juos, tai bazavausi Italijoje, nes ten amazing &colon;D o paskui grįžau į LT ir į graf. Diz. Kėdę'
'Labai Geras tas tavo sakinys, fainai, kad ir patyrei visko bet ir kad brandos įnešė akivaizdžiai'
'Lb įdomu išgirst apie dizaino studijas berlyne, nes daug visko girdėjau apie Vokietijos univerus'
'Life is life, bet tai dabar 33 metų 23 metų kūne esi, tai sakyčiau vieni pliusai'
'Aš ir be Berlyno minimum 10 metų pasenau'
'Pas mane kurse akadėj dabar kaip tik yra erasmuso studentės 2, iš Vokietijos, viena iš Berlyno kita iš Dusseldorfo'
'Jo jo, užknisa baisiai, ten pažindintis nrml, pasakot tuos pačius dalykus, bandyt ieškot ar čia įdomu tas žmogus tau ar ne'
'Nesiplesk &colon;D jei bus noro, papasakosi kai susitiksim'
'Galim pasidaryt ne pirma date o koki 3, kur tsg kmr su maistu'
'Su kambariokais visad nelengva'
'Nors as kartais pasiilgstu su kokia kompanija gyvent'
'Bet vistiek vienam gyventi nepalyginamai geriau'
'Fainai viskas yra, ir tie awkward pirmi date&rsquo;ai, tik va prisiverst reik'
'Tiesa ta, kad dirbu iki vidurnakcio zymiai dazniau nei reiktu'
'Nu jo… tam paciam bute zinai taip lengva prasilenkt.. &colon;D'
'Jojo, tragedija, kaip mes apskritai egzistuojam'
'Lidlo lentynu produktus dėliosim pagal dizainą už 5 metų'
'As tada web&rsquo;ą perdarysiu, nes dabar jaučiuos kaip kelionėj į 2000ius'
'užimtumas nebent iš tos pusės, nes užima belekiek laiko suprast kur ten kas yra &colon;Dd'
'Belekas, dirbau dabar nuo to laiko kai susirašėm prie tų kokteilių, tai 10 sekundžių iš minutės pasidariau… ždž nusirašau prie netflixo ir poilsio &colon;D'
'Pasidalink kokiu albumu, ko paskutinio klausei pastaruoju metu ir patiko, pasileisiu prie vakarienės gamybos &colon;D'
'Labas ✌️Labai patiko tavo track&apos;sai iš profilio, Buying time ypač, nežinau kodėl, bet tikėjaus visai kitokio stiliaus;&rpar;'
'kaip tavo FWB paieškos Tinderyje, any success?'
'Na ir dar kad su muzika suvibe&rsquo;intume'
'Šiandien mano repertuare magiškai peršalusi gerklė, nemažai darbų ir jau net mykianti, kaip nori išeiti į lauką šunytė'
'Bet jei taip hipotetiškai, manau sumuštiniai su avocado&sol;pomidoriukais&sol;pesto ir moca kava su pienu 😅'
'Gal tikrai jau reiktų sau pripažinti, kad visgi esu hipsteris, nebent tu čia apie save? &colon;D'
'O reality tai jop &colon;D žiauru su tuo sirgimu, aš lyg ir prasirgęs, gal net ne kartą ir pasiskiepyjęs, bet kas ten žino'
'Bet iš tikro nereik pamiršt, kad ir įprasti peršalimai ir gripukai aplink sukasi'
'O draugė gavo teigiamą, tai izoliuotis teks tau? Ar dabar jau tvarka pasikeitus? Aš truputy atsilikęs šiais klausimais'
'Ahaa, o čia vat ir kyla klausimas&colon; ar tiesiog taip gaunasi vartoti hip produktus ir veikti hip dalykus nes jie patinka, ar visgi jie patinka nes hip?'
'Uu, nesmagu, bet kaip nors;&rpar; o dėl skiepo, tai būtinaiii, jau tuoj bus galimybė ir trečią gauti, nors mums jauniems žmogeliams ne taip relevant'
'Aš vienas pirmų Lietuvoj prasirgau ir kažkaip poto beveik visus metus buvo ramu, bet kai atėjo 2 banga, buvo labai baisu dėl šeimyniškių ir draugų, tai su skiepais kažkaip net pasimiršo tas covid, nepaisant vis situaciją primenančių ribojimų 😬😬'
'Yes yes, man irgi natūraliai, tad ir svarstau, kur čia aš įsipaišau. Beveik kaip ir su tuo klausimu ar čia millennials kartoje ar jau gen z esam &lpar;nors su gen z kažkaip sunku rasti kažką bendro&rpar;'
'Labai juokingi tie kavos ekspertai, visad nepraleidžiantys progos papletkint apie labiausiai fancy kavas, būdus ir kaip visur prastai gaminamos kavos išskyrus tą vieną hyper super duper cool vietelę &colon;D'
'Vaikystės sumuštekai rules!! O kaip ta veganiška dešra? Nesijautei truputy save apgaudinėjanti?'
'Bet lyg dabar &lpar;jau tik buvo&rpar; galima eiti be kaukių į visas vietas reikalaujančias GP? Aišku vistiek su kaukėmis žymiai saugiau..'
'Tik įtariu tie kas jau ir su skiepais ir prasirgę, kažkaip praranda jėgas elgtis atsakingai &lpar;tame tarpe ir aš&rpar;'
'Ne neeee, aš irgi save prie melinialsų skaitau, nu nes labai jau liūdnai tas gen z apibūdinimas skamba &colon;Dd'
'Man atrodo dabar belekaip patobulėję tie mėsos fake&rsquo;ai, super fancy produktų yra, mano sesė ir šeima visi vegetarai, tai labai dažnai tenka prisivalgyti visko'
'Pvz falafeliai yra kažkas nerealaus ;D'
'Aš manau žinok kad dėl skiepo &colon;D pamatysi, pasiskiepysi, bus taip dzinnnn, kas nors ir liūdnoka, bet nu labai makes sense &colon;Ddd'
